"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
7.622821019E2,1.935699796E1,-9.905870447E1,2.241394672E3,2.233853516E3,1.110000014E0,1.853000031E2,1.301383410E0,3.790092468E0,2.500000000E0,4.500000000E1
7.632826922E2,1.935698491E1,-9.905870818E1,2.241369806E3,2.233828613E3,1.500000000E0,2.003000031E2,1.303198315E0,3.790092468E0,2.500000000E0,4.500000000E1
7.642829843E2,1.935696862E1,-9.905870926E1,2.240433322E3,2.232892090E3,1.789999962E0,1.868999939E2,1.305257377E0,3.790092468E0,2.500000000E0,4.500000000E1
7.652826511E2,1.935695014E1,-9.905871051E1,2.240408951E3,2.232867676E3,1.960000038E0,1.913000031E2,1.307109652E0,3.790092468E0,2.500000000E0,4.500000000E1
7.662826467E2,1.935693390E1,-9.905871444E1,2.240538390E3,2.232997070E3,1.730000019E0,1.981000061E2,1.308863669E0,3.790092468E0,2.500000000E0,4.500000000E1
7.672822438E2,1.935691857E1,-9.905871838E1,2.240149272E3,2.232607910E3,1.669999957E0,1.973000031E2,1.310698471E0,3.790092468E0,2.500000000E0,4.400000000E1
7.682823371E2,1.935690227E1,-9.905872110E1,2.239805564E3,2.232264160E3,1.789999962E0,1.913000031E2,1.312975660E0,3.790092468E0,2.500000000E0,4.400000000E1
7.692829286E2,1.935688185E1,-9.905872275E1,2.240207224E3,2.232665771E3,2.210000038E0,1.896000061E2,1.315260430E0,3.790092468E0,2.500000000E0,4.400000000E1
7.702824429E2,1.935686159E1,-9.905872638E1,2.240943605E3,2.233402100E3,2.390000105E0,1.951999969E2,1.317445746E0,3.790092468E0,2.500000000E0,4.400000000E1
7.712824760E2,1.935684204E1,-9.905872851E1,2.242467334E3,2.234925781E3,2.390000105E0,1.848000031E2,1.319634482E0,3.790092468E0,2.500000000E0,4.400000000E1
7.722829906E2,1.935682247E1,-9.905873075E1,2.243120703E3,2.235579102E3,2.390000105E0,1.853999939E2,1.320522187E0,3.790092468E0,2.500000000E0,4.400000000E1
7.732821120E2,1.935681458E1,-9.905873204E1,2.243045528E3,2.235503906E3,7.900000215E-1,1.853000031E2,1.321396479E0,3.790092468E0,2.500000000E0,4.400000000E1
7.742829731E2,1.935680736E1,-9.905873534E1,2.242866351E3,2.235324707E3,1.100000024E0,2.018999939E2,1.322682113E0,3.790092468E0,2.500000000E0,4.400000000E1
7.752821172E2,1.935679711E1,-9.905874101E1,2.243016043E3,2.235474365E3,1.399999976E0,2.036000061E2,1.324225671E0,3.790092468E0,2.500000000E0,4.300000000E1
7.762820865E2,1.935678441E1,-9.905874695E1,2.243038300E3,2.235496582E3,1.629999995E0,2.041000061E2,1.325505572E0,3.790092468E0,2.500000000E0,4.300000000E1
7.772829561E2,1.935677370E1,-9.905875142E1,2.242767825E3,2.235226074E3,1.389999986E0,1.991000061E2,1.326673225E0,3.790092468E0,2.500000000E0,4.300000000E1
7.782824867E2,1.935676320E1,-9.905875127E1,2.242971706E3,2.235429932E3,1.539999962E0,1.883999939E2,1.327736003E0,3.790092468E0,2.500000000E0,4.300000000E1
7.792823314E2,1.935675467E1,-9.905875584E1,2.243018609E3,2.235476807E3,1.379999995E0,2.011999969E2,1.328861541E0,3.790092468E0,2.500000000E0,4.300000000E1
7.802826539E2,1.935674558E1,-9.905876056E1,2.242999352E3,2.235457520E3,1.399999976E0,1.993000031E2,1.330129136E0,3.790092468E0,2.500000000E0,4.300000000E1
7.812827756E2,1.935673453E1,-9.905876353E1,2.242997429E3,2.235455566E3,1.460000038E0,1.906999969E2,1.331317508E0,3.790092468E0,2.500000000E0,4.300000000E1
7.822824249E2,1.935672471E1,-9.905876800E1,2.243135888E3,2.235593994E3,1.259999990E0,2.003000031E2,1.332453903E0,3.790092468E0,2.500000000E0,4.300000000E1
7.832820199E2,1.935671522E1,-9.905877202E1,2.243130546E3,2.235588623E3,1.289999962E0,1.991000061E2,1.333546069E0,3.790092468E0,2.500000000E0,4.300000000E1
7.842826916E2,1.935670593E1,-9.905877540E1,2.243085895E3,2.235543945E3,1.289999962E0,1.956000061E2,1.334742114E0,3.790092468E0,2.500000000E0,4.300000000E1
7.852821061E2,1.935669553E1,-9.905877831E1,2.243002672E3,2.235460693E3,1.309999943E0,1.966999969E2,1.336074468E0,3.790092468E0,2.500000000E0,4.300000000E1
7.862823649E2,1.935668398E1,-9.905878169E1,2.243015644E3,2.235473633E3,1.279999971E0,1.993999939E2,1.337399831E0,3.790092468E0,2.500000000E0,4.400000000E1
7.872828044E2,1.935667253E1,-9.905878520E1,2.242861380E3,2.235319336E3,1.250000000E0,2.001000061E2,1.338175462E0,3.790092468E0,2.500000000E0,4.400000000E1
7.882821912E2,1.935666701E1,-9.905878972E1,2.242702466E3,2.235160400E3,7.799999714E-1,2.236999969E2,1.339968387E0,3.790092468E0,2.500000000E0,4.400000000E1
7.892820976E2,1.935666709E1,-9.905880681E1,2.242608749E3,2.235066650E3,1.759999990E0,2.696000061E2,1.341544844E0,3.790092468E0,2.500000000E0,4.400000000E1
7.902821283E2,1.935666159E1,-9.905882066E1,2.242809473E3,2.235267334E3,1.309999943E0,2.335000000E2,1.341624134E0,3.790092468E0,2.500000000E0,4.400000000E1
7.912826581E2,1.935666230E1,-9.905882073E1,2.242715233E3,2.235173096E3,2.199999988E-1,6.029999924E1,1.342283506E0,3.790092468E0,2.500000000E0,4.400000000E1
7.922822041E2,1.935666283E1,-9.905881447E1,2.242538462E3,2.234996338E3,5.099999905E-1,1.100000000E2,1.343261264E0,3.790092468E0,2.500000000E0,4.400000000E1
7.932828394E2,1.935665478E1,-9.905881072E1,2.242690572E3,2.235148438E3,1.000000000E0,1.766000061E2,1.344379450E0,3.790092468E0,2.500000000E0,4.500000000E1
7.942824912E2,1.935664479E1,-9.905881194E1,2.242474044E3,2.234931885E3,1.129999995E0,1.948999939E2,1.345842868E0,3.790092468E0,2.500000000E0,4.500000000E1
7.952822108E2,1.935663262E1,-9.905881725E1,2.242648154E3,2.235105957E3,1.450000048E0,2.080000000E2,1.347207618E0,3.790092468E0,2.500000000E0,4.500000000E1
7.962829942E2,1.935662156E1,-9.905882289E1,2.242956295E3,2.235414062E3,1.409999967E0,2.073999939E2,1.348780759E0,3.790092468E0,2.500000000E0,4.500000000E1
7.972825351E2,1.935660816E1,-9.905882770E1,2.243642126E3,2.236099854E3,1.610000014E0,2.023000031E2,1.350159546E0,3.790092468E0,2.500000000E0,4.500000000E1
7.982826509E2,1.935659619E1,-9.905883113E1,2.243228829E3,2.235686523E3,1.470000029E0,2.001999969E2,1.351612360E0,3.790092468E0,2.500000000E0,4.500000000E1
7.992820462E2,1.935658328E1,-9.905883326E1,2.243297466E3,2.235755127E3,1.570000052E0,1.955000000E2,1.353138476E0,3.790092468E0,2.500000000E0,4.500000000E1
8.002828647E2,1.935656994E1,-9.905883668E1,2.242980120E3,2.235437744E3,1.570000052E0,1.971000061E2,1.354669613E0,3.790092468E0,2.500000000E0,4.500000000E1
8.012830121E2,1.935655664E1,-9.905884046E1,2.243108331E3,2.235565918E3,1.570000052E0,1.938999939E2,1.356028146E0,3.790092468E0,2.500000000E0,4.500000000E1
8.022829180E2,1.935654478E1,-9.905884357E1,2.242777309E3,2.235234863E3,1.389999986E0,1.931999969E2,1.357470326E0,3.790092468E0,2.500000000E0,4.500000000E1
8.032828117E2,1.935653238E1,-9.905884760E1,2.242823487E3,2.235281006E3,1.490000010E0,1.971999969E2,1.358903916E0,3.790092468E0,2.500000000E0,4.500000000E1
8.042822291E2,1.935652025E1,-9.905885223E1,2.243077674E3,2.235535156E3,1.519999981E0,1.955000000E2,1.360215585E0,3.790092468E0,2.500000000E0,4.500000000E1
8.052824416E2,1.935650943E1,-9.905885721E1,2.243445383E3,2.235902832E3,1.429999948E0,1.978999939E2,1.361612761E0,3.790092468E0,2.500000000E0,4.500000000E1
8.062821746E2,1.935649870E1,-9.905886414E1,2.243812853E3,2.236270264E3,1.409999967E0,2.045000000E2,1.363129029E0,3.790092468E0,2.500000000E0,4.500000000E1
8.072823620E2,1.935649021E1,-9.905887545E1,2.244038480E3,2.236495850E3,1.559999943E0,2.245000000E2,1.364740761E0,3.790092468E0,2.500000000E0,4.500000000E1
8.082828840E2,1.935648646E1,-9.905889029E1,2.243816350E3,2.236273682E3,1.480000019E0,2.413000031E2,1.366319854E0,3.790092468E0,2.500000000E0,4.500000000E1
8.092823311E2,1.935648481E1,-9.905890524E1,2.244322730E3,2.236780029E3,1.409999967E0,2.476999969E2,1.367673379E0,3.790092468E0,2.500000000E0,4.500000000E1
8.102824574E2,1.935648215E1,-9.905891783E1,2.244938484E3,2.237395752E3,1.440000057E0,2.438000031E2,1.369119188E0,3.790092468E0,2.500000000E0,4.500000000E1
8.112824263E2,1.935647193E1,-9.905892635E1,2.245998094E3,2.238455322E3,1.700000048E0,2.175000000E2,1.370595608E0,3.790092468E0,2.500000000E0,4.500000000E1
8.122825043E2,1.935645872E1,-9.905892777E1,2.246758868E3,2.239216064E3,1.509999990E0,2.000000000E2,1.372229119E0,3.790092468E0,2.500000000E0,4.500000000E1
8.132820798E2,1.935644452E1,-9.905892378E1,2.247127545E3,2.239584717E3,1.440000057E0,1.913000031E2,1.373485724E0,3.790092468E0,2.500000000E0,4.500000000E1
8.142830128E2,1.935643504E1,-9.905891726E1,2.246630727E3,2.239087891E3,1.500000000E0,1.928000031E2,1.374884836E0,3.790092468E0,2.500000000E0,4.500000000E1
8.152825736E2,1.935642272E1,-9.905891455E1,2.246769665E3,2.239226807E3,1.460000038E0,1.938999939E2,1.376186233E0,3.790092468E0,2.500000000E0,4.500000000E1
8.162830505E2,1.935641115E1,-9.905891268E1,2.246374668E3,2.238831787E3,1.389999986E0,1.911999969E2,1.377850494E0,3.790092468E0,2.500000000E0,4.500000000E1
8.172830412E2,1.935639625E1,-9.905891118E1,2.246409610E3,2.238866699E3,1.700000048E0,1.908000031E2,1.379441247E0,3.790092468E0,2.500000000E0,4.500000000E1
8.182821495E2,1.935638203E1,-9.905891284E1,2.246528786E3,2.238985840E3,1.629999995E0,1.973000031E2,1.381074690E0,3.790092468E0,2.500000000E0,4.500000000E1
8.192826898E2,1.935636743E1,-9.905891456E1,2.246546400E3,2.239003418E3,1.629999995E0,1.941999969E2,1.382545128E0,3.790092468E0,2.500000000E0,4.500000000E1
8.202830523E2,1.935635434E1,-9.905891257E1,2.246177529E3,2.238634521E3,1.580000043E0,1.920000000E2,1.383936616E0,3.790092468E0,2.500000000E0,4.500000000E1
8.212821667E2,1.935634199E1,-9.905891043E1,2.246008119E3,2.238465088E3,1.429999948E0,1.908000031E2,1.385286585E0,3.790092468E0,2.500000000E0,4.500000000E1
8.222828105E2,1.935632993E1,-9.905890895E1,2.245920497E3,2.238377441E3,1.440000057E0,1.926000061E2,1.386580524E0,3.790092468E0,2.500000000E0,4.500000000E1
8.232825584E2,1.935631831E1,-9.905890829E1,2.245592640E3,2.238049561E3,1.429999948E0,1.921000061E2,1.387823703E0,3.790092468E0,2.500000000E0,4.500000000E1
8.242829647E2,1.935630716E1,-9.905890742E1,2.245573865E3,2.238030762E3,1.399999976E0,1.931999969E2,1.389088010E0,3.790092468E0,2.500000000E0,4.500000000E1
8.252824284E2,1.935629580E1,-9.905890691E1,2.245104651E3,2.237561523E3,1.460000038E0,1.918999939E2,1.390441643E0,3.790092468E0,2.500000000E0,4.500000000E1
8.262823418E2,1.935628363E1,-9.905890722E1,2.245012882E3,2.237469727E3,1.519999981E0,1.941000061E2,1.391795146E0,3.790092468E0,2.500000000E0,4.500000000E1
8.272829890E2,1.935627149E1,-9.905890816E1,2.245127413E3,2.237584229E3,1.419999957E0,1.941000061E2,1.393166204E0,3.790092468E0,2.500000000E0,4.500000000E1
8.282829855E2,1.935625922E1,-9.905890945E1,2.245059083E3,2.237515869E3,1.379999995E0,1.941000061E2,1.394533862E0,3.790092468E0,2.500000000E0,4.500000000E1
8.292827693E2,1.935624710E1,-9.905891167E1,2.245430941E3,2.237887695E3,1.320000052E0,1.951000061E2,1.395704652E0,3.790092468E0,2.500000000E0,4.500000000E1
8.302829197E2,1.935623660E1,-9.905891250E1,2.245099912E3,2.237556641E3,1.309999943E0,1.885000000E2,1.396966168E0,3.790092468E0,2.500000000E0,4.600000000E1
8.312822691E2,1.935622526E1,-9.905891214E1,2.244843344E3,2.237300049E3,1.399999976E0,1.863000031E2,1.398148378E0,3.790092468E0,2.500000000E0,4.600000000E1
8.322826546E2,1.935621487E1,-9.905890975E1,2.244533304E3,2.236989990E3,1.350000024E0,1.816999969E2,1.399085786E0,3.790092468E0,2.500000000E0,4.600000000E1
8.332821665E2,1.935620646E1,-9.905891037E1,2.244276489E3,2.236733154E3,1.029999971E0,1.971999969E2,1.400398095E0,3.790092468E0,2.500000000E0,4.600000000E1
8.342821381E2,1.935619535E1,-9.905891459E1,2.244433504E3,2.236890137E3,1.370000005E0,2.061999969E2,1.401904475E0,3.790092468E0,2.500000000E0,4.600000000E1
8.352825216E2,1.935618561E1,-9.905892457E1,2.244336134E3,2.236792725E3,1.440000057E0,2.233999939E2,1.403125826E0,3.790092468E0,2.500000000E0,4.600000000E1
8.362824851E2,1.935617575E1,-9.905892970E1,2.244716781E3,2.237173340E3,1.460000038E0,1.941999969E2,1.404141647E0,3.790092468E0,2.500000000E0,4.600000000E1
8.372824084E2,1.935616689E1,-9.905892734E1,2.244396728E3,2.236853271E3,1.169999957E0,1.840000000E2,1.405209997E0,3.790092468E0,2.500000000E0,4.600000000E1
8.382827328E2,1.935615738E1,-9.905892879E1,2.244287133E3,2.236743652E3,1.340000033E0,1.958000031E2,1.406573141E0,3.790092468E0,2.500000000E0,4.600000000E1
8.392820663E2,1.935614535E1,-9.905893129E1,2.243982233E3,2.236438721E3,1.559999943E0,1.955000000E2,1.408477447E0,3.790092468E0,2.500000000E0,4.600000000E1
8.402824368E2,1.935612854E1,-9.905893476E1,2.244338234E3,2.236794678E3,2.059999943E0,1.946999969E2,1.410365424E0,3.790092468E0,2.500000000E0,4.600000000E1
8.412828204E2,1.935611165E1,-9.905893660E1,2.244219379E3,2.236675781E3,1.889999986E0,1.918999939E2,1.412140219E0,3.790092468E0,2.500000000E0,4.600000000E1
8.422827805E2,1.935609569E1,-9.905893640E1,2.244500665E3,2.236957031E3,1.860000014E0,1.866999969E2,1.413593621E0,3.790092468E0,2.500000000E0,4.600000000E1
8.432820193E2,1.935608262E1,-9.905893625E1,2.244602989E3,2.237059326E3,1.639999986E0,1.903000031E2,1.415534075E0,3.790092468E0,2.500000000E0,4.600000000E1
8.442824610E2,1.935606517E1,-9.905893606E1,2.244387451E3,2.236843750E3,2.200000048E0,1.868000031E2,1.417603416E0,3.790092468E0,2.500000000E0,4.600000000E1
8.452825360E2,1.935604659E1,-9.905893718E1,2.244227339E3,2.236683594E3,2.170000076E0,1.878000031E2,1.419515612E0,3.790092468E0,2.500000000E0,4.600000000E1
8.462822894E2,1.935603237E1,-9.905894743E1,2.244121434E3,2.236577637E3,2.029999971E0,2.086999969E2,1.422311267E0,3.790092468E0,2.500000000E0,4.600000000E1
8.472826720E2,1.935602955E1,-9.905897391E1,2.243935213E3,2.236391357E3,2.710000038E0,2.603999939E2,1.423931569E0,3.790092468E0,2.538867712E0,4.600000000E1
8.482827589E2,1.935602756E1,-9.905898921E1,2.243711615E3,2.236167725E3,1.669999957E0,2.546999969E2,1.425257344E0,3.790092468E0,2.500000000E0,4.600000000E1
8.492822072E2,1.935602140E1,-9.905900003E1,2.243794658E3,2.236250732E3,1.659999967E0,2.428000031E2,1.426378277E0,3.790092468E0,2.500000000E0,4.600000000E1
8.502825695E2,1.935601385E1,-9.905900711E1,2.243789806E3,2.236245850E3,1.659999967E0,2.328000031E2,1.428524980E0,3.790092468E0,2.500000000E0,4.600000000E1
8.512828920E2,1.935599455E1,-9.905900761E1,2.243834528E3,2.236290527E3,2.180000067E0,1.891000061E2,1.430360816E0,3.790092468E0,2.500000000E0,4.600000000E1
8.522825240E2,1.935597804E1,-9.905900766E1,2.243927582E3,2.236383545E3,1.620000005E0,1.938000031E2,1.431310230E0,3.790092468E0,2.500000000E0,4.600000000E1
8.532825244E2,1.935596969E1,-9.905900955E1,2.243619743E3,2.236075684E3,1.139999986E0,2.063000031E2,1.432047842E0,3.790092468E0,2.500000000E0,4.600000000E1
8.542822375E2,1.935596391E1,-9.905901300E1,2.243770886E3,2.236226807E3,1.139999986E0,2.156000061E2,1.433198264E0,3.790092468E0,2.500000000E0,4.600000000E1
8.552827178E2,1.935595445E1,-9.905901744E1,2.243909344E3,2.236365234E3,1.389999986E0,2.121999969E2,1.434448026E0,3.790092468E0,2.500000000E0,4.600000000E1
8.562825275E2,1.935594383E1,-9.905902134E1,2.243954541E3,2.236410400E3,1.370000005E0,2.098000031E2,1.435467900E0,3.790092468E0,2.500000000E0,4.600000000E1
8.572826504E2,1.935593478E1,-9.905901976E1,2.243861541E3,2.236317383E3,1.210000038E0,1.940000000E2,1.436776599E0,3.790092468E0,2.500000000E0,4.600000000E1
8.582822960E2,1.935592305E1,-9.905902078E1,2.243556393E3,2.236012207E3,1.710000038E0,1.993999939E2,1.438942619E0,3.790092468E0,2.500000000E0,4.600000000E1
8.592827403E2,1.935590941E1,-9.905900604E1,2.243478514E3,2.235934326E3,2.109999895E0,1.515000000E2,1.440241099E0,3.790092468E0,2.500000000E0,4.600000000E1
8.602823025E2,1.935589815E1,-9.905900276E1,2.243568865E3,2.236024658E3,1.690000057E0,1.906999969E2,1.441605693E0,3.790092468E0,2.500000000E0,4.600000000E1
8.612824842E2,1.935588588E1,-9.905900300E1,2.243832565E3,2.236288330E3,1.529999971E0,1.901000061E2,1.443356591E0,3.790092468E0,2.500000000E0,4.600000000E1
8.622826515E2,1.935587021E1,-9.905900136E1,2.244169999E3,2.236625732E3,1.720000029E0,1.820000000E2,1.445106074E0,3.790092468E0,2.500000000E0,4.500000000E1
8.632824930E2,1.935585449E1,-9.905900067E1,2.244057972E3,2.236513672E3,1.830000043E0,1.763999939E2,1.446390830E0,3.790092468E0,2.500000000E0,4.500000000E1
8.642823691E2,1.935584306E1,-9.905900246E1,2.243634661E3,2.236090332E3,1.440000057E0,1.913999939E2,1.447924410E0,3.790092468E0,2.500000000E0,4.500000000E1
8.652825949E2,1.935582955E1,-9.905900540E1,2.243736992E3,2.236192627E3,1.620000005E0,1.961999969E2,1.448728827E0,3.790092468E0,2.500000000E0,4.400000000E1
8.662829711E2,1.935582238E1,-9.905900642E1,2.243761424E3,2.236217041E3,9.399999976E-1,1.895000000E2,1.450085566E0,3.790092468E0,2.500000000E0,4.300000000E1
8.672827409E2,1.935581019E1,-9.905900698E1,2.244156228E3,2.236611816E3,1.440000057E0,1.906000061E2,1.451504469E0,3.790092468E0,2.500000000E0,4.500000000E1
8.682821913E2,1.935579743E1,-9.905900710E1,2.244431403E3,2.236886963E3,1.419999957E0,1.863000031E2,1.452702050E0,3.790092468E0,2.500000000E0,4.500000000E1
8.692828053E2,1.935578666E1,-9.905900715E1,2.244695588E3,2.237151123E3,1.240000010E0,1.868999939E2,1.453889933E0,3.790092468E0,2.500000000E0,4.500000000E1
8.702823709E2,1.935577658E1,-9.905901090E1,2.244842102E3,2.237297607E3,1.330000043E0,1.926999969E2,1.455126484E0,3.790092468E0,2.500000000E0,4.500000000E1
8.712829705E2,1.935576605E1,-9.905901469E1,2.244527924E3,2.236983398E3,1.370000005E0,1.941999969E2,1.456399677E0,3.790092468E0,2.500000000E0,4.400000000E1
8.722822346E2,1.935575460E1,-9.905901474E1,2.244681514E3,2.237136963E3,1.340000033E0,1.871999969E2,1.457646078E0,3.790092468E0,2.500000000E0,4.400000000E1
8.732829049E2,1.935574340E1,-9.905901426E1,2.244672994E3,2.237128418E3,1.299999952E0,1.861000061E2,1.458955841E0,3.790092468E0,2.500000000E0,4.500000000E1
8.742826711E2,1.935573174E1,-9.905901603E1,2.244765308E3,2.237220703E3,1.279999971E0,1.883999939E2,1.460183810E0,3.790092468E0,2.500000000E0,4.500000000E1
8.752822956E2,1.935572112E1,-9.905901924E1,2.244880329E3,2.237335693E3,1.179999948E0,1.906999969E2,1.461628862E0,3.790092468E0,2.500000000E0,4.400000000E1
8.762826697E2,1.935570831E1,-9.905902156E1,2.244438712E3,2.236894043E3,1.470000029E0,1.816999969E2,1.462977215E0,3.790092468E0,2.500000000E0,4.400000000E1
8.772824848E2,1.935569622E1,-9.905902255E1,2.244382344E3,2.236837646E3,1.379999995E0,1.813999939E2,1.464275321E0,3.790092468E0,2.500000000E0,4.500000000E1
8.782829427E2,1.935568455E1,-9.905902288E1,2.244233933E3,2.236689209E3,1.340000033E0,1.818000031E2,1.465594313E0,3.790092468E0,2.500000000E0,4.600000000E1
8.792826115E2,1.935567304E1,-9.905901984E1,2.244454168E3,2.236909424E3,1.379999995E0,1.766000061E2,1.466904870E0,3.790092468E0,2.500000000E0,4.500000000E1
8.802826387E2,1.935566142E1,-9.905901775E1,2.244328946E3,2.236784180E3,1.340000033E0,1.846000061E2,1.468071641E0,3.790092468E0,2.500000000E0,4.500000000E1
8.812821167E2,1.935565107E1,-9.905901592E1,2.244200547E3,2.236655762E3,1.259999990E0,1.818000031E2,1.469400769E0,3.790092468E0,2.500000000E0,4.600000000E1
8.822827573E2,1.935563912E1,-9.905901563E1,2.244627820E3,2.237083008E3,1.370000005E0,1.813000031E2,1.470680215E0,3.790092468E0,2.500000000E0,4.600000000E1
8.832821281E2,1.935562786E1,-9.905901814E1,2.244418133E3,2.236873291E3,1.350000024E0,1.890000000E2,1.471890638E0,3.790092468E0,2.500000000E0,4.600000000E1
8.842824903E2,1.935561698E1,-9.905901851E1,2.243987738E3,2.236442871E3,1.250000000E0,1.760000000E2,1.473452764E0,3.790092468E0,2.500000000E0,4.600000000E1
8.852820616E2,1.935560353E1,-9.905902281E1,2.243846907E3,2.236302002E3,1.460000038E0,1.938000031E2,1.474794649E0,3.790092468E0,2.500000000E0,4.600000000E1
8.862825110E2,1.935559172E1,-9.905902544E1,2.243698990E3,2.236154053E3,1.259999990E0,1.833999939E2,1.476148106E0,3.790092468E0,2.500000000E0,4.600000000E1
8.872820053E2,1.935557959E1,-9.905902651E1,2.243658248E3,2.236113281E3,1.320000052E0,1.821000061E2,1.477489722E0,3.790092468E0,2.500000000E0,4.600000000E1
8.882826746E2,1.935556755E1,-9.905902734E1,2.243611401E3,2.236066406E3,1.389999986E0,1.811999969E2,1.478893078E0,3.790092468E0,2.500000000E0,4.600000000E1
8.892822891E2,1.935555506E1,-9.905902926E1,2.243770857E3,2.236225830E3,1.360000014E0,1.846999969E2,1.480165638E0,3.790092468E0,2.500000000E0,4.600000000E1
8.902827968E2,1.935554365E1,-9.905903020E1,2.243757701E3,2.236212646E3,1.210000038E0,1.818000031E2,1.481215411E0,3.790092468E0,2.500000000E0,4.600000000E1
8.912825072E2,1.935553457E1,-9.905903294E1,2.243733068E3,2.236187988E3,9.300000072E-1,1.926999969E2,1.482524711E0,3.790092468E0,2.500000000E0,4.600000000E1
8.922828601E2,1.935552547E1,-9.905904086E1,2.242987010E3,2.235441895E3,1.100000024E0,2.135000000E2,1.483920443E0,3.790092468E0,2.500000000E0,4.600000000E1
8.932822403E2,1.935552696E1,-9.905905407E1,2.242893039E3,2.235347900E3,6.000000238E-1,2.812000122E2,1.485926520E0,3.790092468E0,2.500000000E0,4.600000000E1
8.942830129E2,1.935553010E1,-9.905907290E1,2.242533694E3,2.234988525E3,1.269999981E0,2.733999939E2,1.488211889E0,3.790092468E0,2.500000000E0,4.600000000E1
8.952826963E2,1.935551306E1,-9.905908508E1,2.243101627E3,2.235556396E3,2.359999895E0,2.078000031E2,1.489354859E0,3.790092468E0,2.500000000E0,4.300000000E1
8.962820845E2,1.935550285E1,-9.905908634E1,2.243148039E3,2.235602783E3,1.269999981E0,1.888999939E2,1.490365236E0,3.790092468E0,2.500000000E0,4.400000000E1
8.972825574E2,1.935549392E1,-9.905908812E1,2.243168327E3,2.235623047E3,1.200000048E0,1.970000000E2,1.491521226E0,3.790092468E0,2.500000000E0,4.300000000E1
8.982821759E2,1.935548363E1,-9.905908969E1,2.243314105E3,2.235768799E3,1.159999967E0,1.991000061E2,1.492685829E0,3.790092468E0,2.500000000E0,4.200000000E1
8.992827305E2,1.935547327E1,-9.905909132E1,2.243885420E3,2.236340088E3,1.149999976E0,2.098999939E2,1.494163064E0,3.790092468E0,2.500000000E0,4.200000000E1
9.002827337E2,1.935545999E1,-9.905909171E1,2.244276076E3,2.236730713E3,1.440000057E0,1.878000031E2,1.495518705E0,3.790092468E0,2.500000000E0,4.200000000E1
9.012829478E2,1.935544851E1,-9.905909606E1,2.244131579E3,2.236586182E3,1.370000005E0,2.038000031E2,1.496821679E0,3.790092468E0,2.500000000E0,4.300000000E1
9.022826146E2,1.935543693E1,-9.905909796E1,2.244114030E3,2.236568604E3,1.299999952E0,1.935000000E2,1.497798200E0,3.790092468E0,2.911460876E0,4.200000000E1
9.032828435E2,1.935542822E1,-9.905909677E1,2.242872836E3,2.235327393E3,1.029999971E0,1.798999939E2,1.498580984E0,3.790092468E0,3.236857891E0,4.200000000E1
9.042823442E2,1.935542124E1,-9.905909580E1,2.242339159E3,2.234793701E3,8.600000143E-1,1.826999969E2,1.572376979E0,3.790092468E0,3.397635937E0,4.300000000E1
9.048328801E2,1.935594500E1,-9.905866380E1,NaN,NaN,NaN,NaN,1.684990442E0,1.168489990E2,0.000000000E0,-1.000000000E0
9.058919495E2,1.935505014E1,-9.905916645E1,2.230745158E3,2.223198730E3,2.199999988E-1,2.196999969E2,1.686600860E0,7.473433971E0,1.814068222E1,2.000000000E1
9.068275624E2,1.935505712E1,-9.905917990E1,2.235152151E3,2.227605713E3,0.000000000E0,NaN,1.688368190E0,5.411406040E0,1.201024342E1,1.900000000E1
9.078271956E2,1.935507289E1,-9.905918200E1,2.238161398E3,2.230614990E3,0.000000000E0,NaN,1.688782042E0,3.911581278E0,8.487514496E0,4.000000000E1
9.088272354E2,1.935507657E1,-9.905918141E1,2.237605480E3,2.230059082E3,0.000000000E0,NaN,1.688981705E0,3.790092468E0,5.580142498E0,4.000000000E1
9.098265842E2,1.935507831E1,-9.905918094E1,2.237236334E3,2.229689941E3,0.000000000E0,NaN,1.689172729E0,3.790092468E0,5.095240593E0,4.200000000E1
9.108266923E2,1.935507927E1,-9.905917943E1,2.238954835E3,2.231408447E3,0.000000000E0,NaN,1.689691707E0,3.790092468E0,4.817933083E0,4.400000000E1
9.118267160E2,1.935508367E1,-9.905918108E1,2.238153071E3,2.230606689E3,1.500000060E-1,1.438000031E2,1.689898330E0,3.790092468E0,4.464808941E0,4.500000000E1
9.128269142E2,1.935508467E1,-9.905918274E1,2.239594234E3,2.232047852E3,5.299999714E-1,2.073000031E2,1.690333343E0,3.790092468E0,4.176197529E0,4.500000000E1
9.138273073E2,1.935508268E1,-9.905918631E1,2.239261726E3,2.231715332E3,6.200000048E-1,1.938999939E2,1.691043236E0,3.790092468E0,3.778072357E0,4.500000000E1
9.148268893E2,1.935507635E1,-9.905918543E1,2.238603779E3,2.231057373E3,6.899999976E-1,1.938000031E2,1.691734984E0,3.790092468E0,3.617761850E0,4.500000000E1
9.158264778E2,1.935507039E1,-9.905918354E1,2.238117705E3,2.230571289E3,7.500000000E-1,1.753000031E2,1.692432840E0,3.790092468E0,3.428750992E0,4.600000000E1
9.168266368E2,1.935506412E1,-9.905918383E1,2.238874556E3,2.231328125E3,8.999999762E-1,1.801000061E2,1.693579254E0,3.790092468E0,3.039154530E0,4.600000000E1
