"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.652814406E2,1.936002119E1,-9.906027483E1,2.235369764E3,2.227832275E3,1.840000033E0,1.018000031E2,6.016884421E-1,3.790092468E0,2.690440655E0,4.500000000E1
2.662820492E2,1.936001531E1,-9.906025866E1,2.236123651E3,2.228586182E3,1.639999986E0,1.093000031E2,6.035752294E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.672818278E2,1.936000913E1,-9.906024191E1,2.236439062E3,2.228901611E3,1.649999976E0,1.069000015E2,6.054922965E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.682810988E2,1.936000344E1,-9.906022466E1,2.237230056E3,2.229692627E3,1.669999957E0,1.019000015E2,6.073016838E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.692816036E2,1.935999796E1,-9.906020842E1,2.237662409E3,2.230125000E3,1.649999976E0,9.730000305E1,6.091022011E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.702812938E2,1.935999157E1,-9.906019265E1,2.238622109E3,2.231084717E3,1.649999976E0,1.008000031E2,6.109208452E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.712815739E2,1.935998388E1,-9.906017735E1,2.238750270E3,2.231212891E3,1.679999948E0,1.029000015E2,6.126782520E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.722818221E2,1.935997847E1,-9.906016161E1,2.238771491E3,2.231234131E3,1.669999957E0,9.930000305E1,6.143246214E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.732813874E2,1.935997385E1,-9.906014670E1,2.238764881E3,2.231227539E3,1.549999952E0,1.004000015E2,6.158635554E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.742820099E2,1.935996913E1,-9.906013291E1,2.238092012E3,2.230554688E3,1.600000024E0,1.015999985E2,6.174184595E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.752818242E2,1.935996506E1,-9.906011873E1,2.238138869E3,2.230601562E3,1.549999952E0,1.015999985E2,6.191732369E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.762814670E2,1.935996078E1,-9.906010263E1,2.238190116E3,2.230652832E3,1.559999943E0,1.015999985E2,6.208964484E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.772819128E2,1.935995744E1,-9.906008659E1,2.238357572E3,2.230820312E3,1.509999990E0,9.750000000E1,6.225042290E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.782814279E2,1.935995552E1,-9.906007140E1,2.238227664E3,2.230690430E3,1.460000038E0,9.500000000E1,6.242071070E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.792818060E2,1.935995389E1,-9.906005526E1,2.238417577E3,2.230880371E3,1.480000019E0,9.740000153E1,6.258240193E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.802811640E2,1.935995310E1,-9.906003987E1,2.238533759E3,2.230996582E3,1.419999957E0,9.369999695E1,6.273892849E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.812817177E2,1.935995299E1,-9.906002495E1,2.238293984E3,2.230756836E3,1.460000038E0,9.130000305E1,6.289193392E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.822812148E2,1.935995237E1,-9.906001038E1,2.237833019E3,2.230295898E3,1.460000038E0,8.959999847E1,6.304711847E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.832812717E2,1.935995160E1,-9.905999561E1,2.237284896E3,2.229747803E3,1.490000010E0,9.100000000E1,6.323568706E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.842814508E2,1.935994870E1,-9.905997790E1,2.237596879E3,2.230059814E3,1.700000048E0,9.530000305E1,6.342166290E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.852811173E2,1.935994662E1,-9.905996031E1,2.237457201E3,2.229920166E3,1.679999948E0,9.490000153E1,6.358658212E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.862815581E2,1.935994355E1,-9.905994493E1,2.237820703E3,2.230283691E3,1.519999981E0,9.980000305E1,6.376667859E-1,3.790092468E0,2.500000000E0,4.500000000E1
2.872819509E2,1.935993756E1,-9.905992898E1,2.237726202E3,2.230189209E3,1.720000029E0,1.121999969E2,6.392940814E-1,3.790092468E0,2.500000000E0,4.400000000E1
2.882816454E2,1.935993146E1,-9.905991488E1,2.237664909E3,2.230127930E3,1.480000019E0,1.156999969E2,6.409910968E-1,3.790092468E0,2.500000000E0,4.400000000E1
2.892819840E2,1.935992415E1,-9.905990068E1,2.237138042E3,2.229601074E3,1.679999948E0,1.180999985E2,6.431637588E-1,3.790092468E0,2.500000000E0,4.400000000E1
2.902812930E2,1.935992028E1,-9.905988038E1,2.237087229E3,2.229550293E3,2.200000048E0,1.004000015E2,6.445634937E-1,3.790092468E0,2.500000000E0,4.400000000E1
